customer_id,name,age,annual_income,credit_score,employment_type,state,years_employed,existing_loans_count
CUST00747,Amit Sharma,58,473000.0,679,Salaried,Maharashtra,1,2
CUST00748,Ananya Yadav,60,574000.0,577,Salaried,Tamil Nadu,26,1
CUST00749,Priya Singh,55,1046000.0,647,Self-Employed,Telangana,15,0
CUST00750,Aakash Iyer,54,412000.0,697,Business Owner,Delhi,6,0
CUST00751,Nisha Yadav,61,730000.0,757,Self-Employed,UP,29,2
CUST00752,Pooja Chopra,54,275000.0,709,Contractual,Gujarat,3,1
CUST00753,Kavya Mishra,33,808000.0,750,Business Owner,Punjab,4,1
CUST00754,Aakash Joshi,23,874000.0,593,Salaried,Tamil Nadu,0,0
CUST00755,Karan Mishra,49,1654000.0,559,Salaried,Maharashtra,21,0
CUST00756,Nisha Malhotra,31,953000.0,539,Self-Employed,UP,9,2
CUST00757,Rohit Singh,43,491000.0,745,Salaried,Rajasthan,12,2
CUST00758,Pooja Singh,38,279000.0,564,Self-Employed,Delhi,23,1
CUST00759,Simran Mishra,47,776000.0,764,Salaried,Tamil Nadu,26,0
CUST00760,Karan Mishra,24,509000.0,644,Self-Employed,Karnataka,14,3
CUST00761,Rohit Bose,28,709000.0,813,Self-Employed,Delhi,0,1
CUST00762,Pooja Malhotra,29,419000.0,644,Salaried,Rajasthan,17,2
CUST00763,Sneha Rao,41,550000.0,648,Self-Employed,Gujarat,22,0
CUST00764,Ananya Chopra,33,256000.0,685,Salaried,Tamil Nadu,13,1
CUST00765,Priya Joshi,56,356000.0,646,Salaried,Delhi,17,2
CUST00766,Suresh Shah,38,331000.0,713,Self-Employed,Maharashtra,24,0
CUST00767,Aakash Joshi,49,928000.0,596,Salaried,Rajasthan,21,1
CUST00768,Nisha Das,31,397000.0,694,Business Owner,UP,11,1
CUST00769,Divya Yadav,43,1195000.0,619,Salaried,Maharashtra,11,0
CUST00770,Ananya Reddy,59,399000.0,663,Self-Employed,Karnataka,4,2
CUST00771,Nikhil Sharma,54,1711000.0,569,Self-Employed,Maharashtra,6,0
CUST00772,Ananya Rao,43,226000.0,749,Salaried,Punjab,25,1
CUST00773,Kavya Reddy,58,742000.0,651,Salaried,Gujarat,23,3
CUST00774,Ravi Rao,34,612000.0,753,Self-Employed,Delhi,12,3
CUST00775,Aakash Iyer,48,327000.0,621,Salaried,Delhi,8,2
CUST00776,Divya Yadav,36,456000.0,679,Salaried,Punjab,5,1
CUST00777,Shruti Malhotra,43,527000.0,754,Self-Employed,Rajasthan,20,1
CUST00778,Rahul Nair,51,680000.0,585,Salaried,Maharashtra,6,1
CUST00779,Kavya Das,61,376000.0,609,Self-Employed,Delhi,17,0
CUST00780,Rahul Patel,58,742000.0,744,Business Owner,UP,14,0
CUST00781,Rahul Sharma,55,637000.0,787,Salaried,Tamil Nadu,7,1
CUST00782,Arjun Shah,55,886000.0,681,Salaried,Karnataka,27,0
CUST00783,Rahul Shah,56,390000.0,602,Salaried,Punjab,19,2
CUST00784,Simran Verma,40,489000.0,654,Self-Employed,Telangana,15,1
CUST00785,Priya Mehta,29,1234000.0,837,Salaried,Telangana,16,0
CUST00786,Rohit Mishra,60,381000.0,573,Salaried,Maharashtra,2,0
CUST00787,Nisha Yadav,54,299000.0,722,Salaried,Karnataka,12,2
CUST00788,Priya Nair,49,438000.0,690,Salaried,Delhi,8,2
CUST00789,Pooja Bose,58,247000.0,587,Self-Employed,West Bengal,19,0
CUST00790,Kavya Reddy,46,1385000.0,654,Salaried,UP,14,2
CUST00791,Amit Mehta,57,521000.0,535,Salaried,West Bengal,25,1
CUST00792,Arjun Mehta,38,523000.0,703,Salaried,Telangana,25,1
CUST00793,Arjun Verma,45,870000.0,714,Salaried,UP,29,2
CUST00794,Arjun Das,42,417000.0,570,Salaried,Karnataka,26,0
CUST00795,Pooja Joshi,23,539000.0,724,Salaried,Karnataka,15,1
CUST00796,Kavya Das,52,412000.0,626,Salaried,Tamil Nadu,15,0
CUST00797,Simran Yadav,54,249000.0,619,Self-Employed,Karnataka,18,0
CUST00798,Rohit Reddy,51,615000.0,601,Salaried,Karnataka,3,0
CUST00799,Simran Chopra,33,1002000.0,732,Self-Employed,UP,18,0
CUST00800,Sneha Mehta,33,624000.0,546,Salaried,Maharashtra,18,1
CUST00801,Amit Rao,45,950000.0,552,Self-Employed,Rajasthan,1,0
CUST00802,Meera Mishra,45,347000.0,632,Salaried,West Bengal,5,1
CUST00803,Suresh Das,32,412000.0,635,Business Owner,Maharashtra,12,1
CUST00804,Pooja Iyer,34,314000.0,730,Self-Employed,Maharashtra,14,2
CUST00805,Nikhil Shah,48,721000.0,672,Salaried,Karnataka,9,1
CUST00806,Ravi Pillai,29,512000.0,672,Salaried,Karnataka,21,3
CUST00807,Divya Gupta,31,502000.0,550,Self-Employed,Gujarat,9,0
CUST00808,Nikhil Joshi,29,838000.0,661,Business Owner,Rajasthan,3,1
CUST00809,Ravi Iyer,41,474000.0,487,Salaried,Gujarat,13,0
CUST00810,Nisha Mehta,29,1029000.0,698,Salaried,Tamil Nadu,7,1
CUST00811,Nisha Pillai,30,675000.0,734,Salaried,Delhi,5,0
CUST00812,Vikram Rao,28,500000.0,617,Salaried,Gujarat,11,1
CUST00813,Amit Nair,35,276000.0,710,Salaried,Maharashtra,7,0
CUST00814,Ravi Singh,49,836000.0,644,Salaried,Karnataka,5,0
CUST00815,Karan Sharma,23,691000.0,778,Salaried,Telangana,14,1
CUST00816,Rohit Iyer,29,708000.0,698,Salaried,Tamil Nadu,28,2
CUST00817,Aakash Malhotra,34,719000.0,596,Self-Employed,UP,24,0
CUST00818,Vikram Gupta,42,461000.0,773,Self-Employed,Karnataka,18,2
CUST00819,Pooja Malhotra,49,556000.0,746,Salaried,Maharashtra,13,0
CUST00820,Nisha Bose,56,477000.0,647,Business Owner,Delhi,2,1
CUST00821,Ravi Rao,44,1121000.0,719,Salaried,Telangana,17,3
CUST00822,Sneha Patel,36,523000.0,718,Salaried,West Bengal,9,0
CUST00823,Sneha Patel,23,440000.0,645,Self-Employed,Karnataka,13,1
CUST00824,Karan Patel,33,1160000.0,685,Self-Employed,Telangana,13,0
CUST00825,Sneha Mehta,57,1099000.0,699,Business Owner,Delhi,21,0
CUST00826,Rohit Nair,24,675000.0,625,Salaried,Maharashtra,6,2
CUST00827,Ravi Pillai,26,562000.0,787,Salaried,Maharashtra,6,1
CUST00828,Pooja Singh,24,496000.0,521,Self-Employed,Delhi,20,3
CUST00829,Nikhil Das,40,587000.0,734,Salaried,Delhi,21,0
CUST00830,Kavya Yadav,23,387000.0,582,Salaried,Maharashtra,22,1
CUST00831,Rahul Singh,58,764000.0,660,Self-Employed,Telangana,10,1
CUST00832,Kavya Gupta,38,1371000.0,552,Salaried,Rajasthan,17,2
CUST00833,Shruti Nair,35,795000.0,574,Salaried,UP,9,0
CUST00834,Pooja Mishra,49,346000.0,673,Salaried,Gujarat,14,3
CUST00835,Divya Patel,48,753000.0,685,Salaried,Rajasthan,29,1
CUST00836,Vikram Kumar,31,661000.0,764,Salaried,Tamil Nadu,11,1
CUST00837,Ananya Shah,24,750000.0,648,Salaried,Rajasthan,22,0
CUST00838,Arjun Yadav,57,398000.0,729,Salaried,Punjab,16,2
CUST00839,Divya Verma,59,601000.0,679,Business Owner,Gujarat,21,1
CUST00840,Simran Patel,46,933000.0,726,Salaried,Tamil Nadu,23,1
CUST00841,Rohit Mehta,43,351000.0,592,Business Owner,Karnataka,28,1
CUST00842,Aakash Patel,60,479000.0,687,Salaried,Punjab,16,0
CUST00843,Amit Kumar,51,520000.0,709,Salaried,Karnataka,0,0
CUST00844,Vikram Sharma,42,988000.0,640,Salaried,UP,5,2
CUST00845,Kavya Iyer,51,1065000.0,710,Salaried,Delhi,20,0
CUST00846,Sneha Shah,49,230000.0,718,Salaried,Delhi,14,2
CUST00847,Karan Reddy,52,988000.0,638,Salaried,UP,18,1
CUST00848,Meera Singh,47,1082000.0,742,Self-Employed,Maharashtra,13,0
CUST00849,Divya Chopra,43,1048000.0,495,Salaried,Delhi,9,1
CUST00850,Meera Nair,42,460000.0,526,Self-Employed,Maharashtra,28,1
CUST00851,Pooja Rao,22,535000.0,597,Self-Employed,Rajasthan,9,1
CUST00852,Rahul Kumar,58,274000.0,702,Salaried,Maharashtra,22,2
CUST00853,Simran Joshi,34,210000.0,619,Business Owner,Maharashtra,6,0
CUST00854,Suresh Iyer,42,501000.0,572,Self-Employed,West Bengal,6,3
CUST00855,Rahul Malhotra,30,623000.0,672,Contractual,Delhi,13,1
CUST00856,Suresh Kumar,38,655000.0,688,Salaried,Karnataka,14,2
CUST00857,Karan Kumar,42,905000.0,629,Business Owner,Gujarat,21,0
CUST00858,Pooja Kumar,52,2772000.0,585,Business Owner,Delhi,19,0
CUST00859,Aakash Bose,60,492000.0,680,Self-Employed,Tamil Nadu,8,1
CUST00860,Pooja Yadav,43,354000.0,743,Salaried,Telangana,27,0
CUST00861,Karan Mehta,33,788000.0,582,Contractual,UP,14,3
CUST00862,Pooja Malhotra,27,671000.0,806,Contractual,Maharashtra,8,0
CUST00863,Nisha Mishra,37,450000.0,634,Self-Employed,Gujarat,22,0
CUST00864,Priya Rao,47,946000.0,629,Salaried,Maharashtra,6,0
CUST00865,Vikram Malhotra,26,400000.0,690,Business Owner,Karnataka,23,0
CUST00866,Rahul Singh,30,563000.0,688,Salaried,Telangana,10,1
CUST00867,Ananya Kumar,61,579000.0,501,Salaried,Delhi,4,1
CUST00868,Vikram Sharma,35,374000.0,671,Contractual,Telangana,26,0
CUST00869,Aakash Pillai,51,255000.0,726,Business Owner,Maharashtra,8,0
CUST00870,Divya Iyer,47,669000.0,762,Business Owner,Karnataka,5,0
CUST00871,Meera Malhotra,50,1189000.0,670,Self-Employed,Tamil Nadu,6,0
CUST00872,Nisha Reddy,40,970000.0,651,Salaried,Tamil Nadu,27,1
CUST00873,Priya Das,29,1003000.0,737,Contractual,UP,22,2
CUST00874,Rohit Yadav,44,402000.0,823,Salaried,Gujarat,24,2
CUST00875,Suresh Das,56,668000.0,687,Self-Employed,Gujarat,22,3
CUST00876,Pooja Mehta,52,294000.0,665,Self-Employed,Gujarat,13,2
CUST00877,Simran Shah,56,653000.0,780,Salaried,UP,18,1
CUST00878,Simran Chopra,53,1201000.0,589,Salaried,Telangana,21,1
CUST00879,Nisha Nair,26,1220000.0,685,Salaried,Tamil Nadu,21,2
CUST00880,Kavya Das,37,1656000.0,872,Salaried,UP,10,1
CUST00881,Rahul Joshi,38,984000.0,716,Salaried,Delhi,27,0
CUST00882,Ananya Kumar,53,761000.0,741,Salaried,Rajasthan,6,1
CUST00883,Karan Yadav,59,929000.0,653,Self-Employed,West Bengal,5,3
CUST00884,Priya Sharma,53,843000.0,726,Self-Employed,Maharashtra,3,2
CUST00885,Suresh Nair,41,401000.0,777,Salaried,Delhi,13,0
CUST00886,Nisha Das,23,281000.0,558,Self-Employed,Punjab,21,3
CUST00887,Aakash Joshi,41,933000.0,672,Salaried,Delhi,2,3
CUST00888,Karan Joshi,39,1709000.0,707,Salaried,West Bengal,16,0
CUST00889,Aakash Iyer,22,952000.0,675,Salaried,Karnataka,14,2
CUST00890,Kavya Mishra,50,233000.0,641,Self-Employed,Gujarat,0,2
CUST00891,Sneha Sharma,50,463000.0,791,Salaried,West Bengal,20,0
CUST00892,Rahul Pillai,40,544000.0,696,Salaried,Tamil Nadu,10,1
CUST00893,Shruti Mishra,61,237000.0,623,Salaried,Delhi,12,0
CUST00894,Shruti Kumar,27,301000.0,758,Business Owner,Maharashtra,29,1
CUST00895,Arjun Patel,60,589000.0,791,Business Owner,Maharashtra,23,2
CUST00896,Nisha Mehta,29,684000.0,771,Salaried,Delhi,2,1
CUST00897,Arjun Sharma,45,366000.0,646,Salaried,West Bengal,12,1
CUST00898,Arjun Chopra,41,295000.0,650,Business Owner,Telangana,17,2
CUST00899,Nikhil Rao,35,1090000.0,596,Salaried,Rajasthan,23,3
CUST00900,Nikhil Rao,26,496000.0,700,Salaried,West Bengal,8,0
CUST00901,Suresh Gupta,61,532000.0,767,Salaried,UP,24,2
CUST00902,Priya Mehta,55,457000.0,725,Contractual,Rajasthan,1,0
CUST00903,Divya Gupta,37,408000.0,820,Self-Employed,UP,27,0
CUST00904,Ananya Pillai,28,1151000.0,524,Salaried,Delhi,7,2
CUST00905,Ananya Patel,37,386000.0,691,Salaried,Delhi,1,2
CUST00906,Nisha Shah,28,656000.0,746,Contractual,Maharashtra,22,1
CUST00907,Arjun Pillai,48,603000.0,631,Salaried,West Bengal,23,0
CUST00908,Nikhil Reddy,35,227000.0,589,Self-Employed,Maharashtra,0,0
CUST00909,Rahul Verma,35,677000.0,583,Salaried,Karnataka,23,3
CUST00910,Karan Sharma,54,277000.0,688,Self-Employed,Delhi,2,0
CUST00911,Pooja Verma,54,824000.0,581,Salaried,Punjab,28,0
CUST00912,Karan Pillai,41,332000.0,797,Self-Employed,UP,16,2
CUST00913,Rahul Bose,57,779000.0,721,Salaried,Tamil Nadu,6,1
CUST00914,Aakash Singh,28,484000.0,663,Salaried,Rajasthan,9,0
CUST00915,Pooja Mehta,53,428000.0,673,Salaried,Telangana,18,0
CUST00916,Suresh Singh,24,667000.0,766,Business Owner,Delhi,23,2
CUST00917,Kavya Mishra,60,287000.0,787,Salaried,Delhi,8,3
CUST00918,Divya Nair,50,580000.0,605,Salaried,Gujarat,17,0
CUST00919,Priya Mishra,45,887000.0,621,Self-Employed,Karnataka,14,1
CUST00920,Arjun Singh,43,1011000.0,651,Self-Employed,Telangana,16,0
CUST00921,Kavya Chopra,27,476000.0,630,Self-Employed,UP,23,2
CUST00922,Priya Mehta,45,512000.0,535,Salaried,Rajasthan,25,0
CUST00923,Pooja Kumar,61,285000.0,614,Salaried,Gujarat,21,1
CUST00924,Priya Chopra,44,412000.0,623,Self-Employed,Punjab,25,1
CUST00925,Vikram Yadav,59,275000.0,583,Salaried,Karnataka,16,1
CUST00926,Pooja Gupta,31,748000.0,715,Business Owner,Karnataka,18,2
CUST00927,Karan Reddy,37,914000.0,669,Salaried,Karnataka,8,1
CUST00928,Shruti Mehta,32,478000.0,729,Salaried,UP,24,2
CUST00929,Divya Das,53,353000.0,601,Salaried,UP,5,0
CUST00930,Pooja Reddy,27,700000.0,730,Salaried,Gujarat,18,0
CUST00931,Nikhil Reddy,45,389000.0,691,Salaried,Rajasthan,7,1
CUST00932,Shruti Yadav,54,840000.0,636,Salaried,Tamil Nadu,5,1
CUST00933,Karan Gupta,33,1579000.0,808,Business Owner,Maharashtra,16,1
CUST00934,Suresh Pillai,48,386000.0,689,Salaried,Karnataka,5,2
CUST00935,Karan Gupta,59,414000.0,637,Salaried,Gujarat,12,1
CUST00936,Nikhil Pillai,39,289000.0,702,Salaried,West Bengal,20,2
CUST00937,Priya Mishra,60,645000.0,604,Self-Employed,UP,23,1
CUST00938,Sneha Chopra,34,624000.0,665,Salaried,Maharashtra,28,0
CUST00939,Simran Mishra,61,524000.0,842,Salaried,Maharashtra,1,0
CUST00940,Karan Singh,51,605000.0,538,Self-Employed,West Bengal,11,2
CUST00941,Kavya Chopra,34,356000.0,637,Salaried,Maharashtra,6,0
CUST00942,Meera Gupta,55,261000.0,668,Self-Employed,Tamil Nadu,5,0
CUST00943,Nisha Patel,57,411000.0,650,Self-Employed,Maharashtra,16,0
CUST00944,Aakash Shah,51,230000.0,639,Contractual,Gujarat,27,1
CUST00945,Sneha Reddy,46,386000.0,815,Salaried,Tamil Nadu,7,1
CUST00946,Rohit Iyer,23,700000.0,635,Salaried,Karnataka,5,0
CUST00947,Meera Verma,57,618000.0,711,Salaried,Gujarat,28,1
CUST00948,Nikhil Verma,39,247000.0,630,Salaried,Tamil Nadu,18,0
CUST00949,Aakash Nair,26,1014000.0,711,Salaried,Maharashtra,20,2
CUST00950,Meera Gupta,40,544000.0,754,Self-Employed,Rajasthan,22,2
CUST00951,Simran Gupta,39,313000.0,674,Salaried,West Bengal,8,1
CUST00952,Rohit Sharma,53,500000.0,634,Salaried,Karnataka,19,1
CUST00953,Pooja Shah,42,448000.0,670,Salaried,Karnataka,27,0
CUST00954,Meera Yadav,31,389000.0,722,Self-Employed,Maharashtra,29,2
CUST00955,Nikhil Rao,58,901000.0,749,Salaried,Delhi,15,0
CUST00956,Arjun Yadav,43,345000.0,700,Salaried,West Bengal,17,0
CUST00957,Meera Nair,34,658000.0,673,Business Owner,Karnataka,18,2
CUST00958,Kavya Chopra,38,307000.0,782,Self-Employed,Delhi,6,3
CUST00959,Aakash Kumar,30,589000.0,629,Salaried,Maharashtra,7,2
CUST00960,Sneha Das,45,685000.0,647,Salaried,Tamil Nadu,20,3
CUST00961,Ravi Gupta,35,686000.0,823,Salaried,Maharashtra,18,2
CUST00962,Rohit Nair,29,625000.0,672,Self-Employed,Telangana,0,1
CUST00963,Nisha Pillai,58,532000.0,732,Business Owner,Rajasthan,25,0
CUST00964,Sneha Nair,40,352000.0,609,Salaried,Tamil Nadu,12,3
CUST00965,Rahul Das,49,354000.0,760,Business Owner,Telangana,0,2
CUST00966,Vikram Yadav,51,697000.0,587,Salaried,Karnataka,10,0
CUST00967,Aakash Singh,28,319000.0,582,Self-Employed,Maharashtra,1,1
CUST00968,Pooja Patel,47,285000.0,751,Salaried,Telangana,20,0
CUST00969,Rahul Bose,61,1226000.0,651,Salaried,Karnataka,2,3
CUST00970,Shruti Kumar,32,527000.0,660,Business Owner,Telangana,12,1
CUST00971,Karan Singh,35,824000.0,714,Salaried,Gujarat,6,0
CUST00972,Rohit Reddy,42,929000.0,656,Contractual,Punjab,1,0
CUST00973,Meera Rao,29,616000.0,596,Salaried,UP,1,3
CUST00974,Divya Shah,24,497000.0,634,Salaried,Maharashtra,2,1
CUST00975,Priya Singh,49,501000.0,602,Self-Employed,West Bengal,12,1
CUST00976,Rohit Das,50,1341000.0,772,Salaried,Maharashtra,11,1
CUST00977,Amit Nair,44,454000.0,776,Salaried,Rajasthan,0,0
CUST00978,Rohit Rao,39,655000.0,612,Salaried,Delhi,17,0
CUST00979,Aakash Reddy,56,842000.0,714,Contractual,Rajasthan,4,1
CUST00980,Rohit Mishra,34,680000.0,658,Self-Employed,UP,18,1
CUST00981,Ravi Gupta,33,1032000.0,796,Salaried,UP,26,0
CUST00982,Ananya Nair,26,495000.0,869,Salaried,West Bengal,9,1
CUST00983,Rohit Shah,60,840000.0,738,Salaried,West Bengal,5,0
CUST00984,Divya Gupta,32,245000.0,638,Salaried,Tamil Nadu,17,3
CUST00985,Kavya Kumar,32,1177000.0,587,Contractual,Telangana,14,0
CUST00986,Rahul Gupta,52,1052000.0,699,Self-Employed,Rajasthan,13,0
CUST00987,Amit Rao,52,515000.0,667,Salaried,West Bengal,23,0
CUST00988,Kavya Sharma,34,747000.0,564,Salaried,Punjab,15,0
CUST00989,Ananya Rao,35,937000.0,686,Contractual,Maharashtra,3,0
CUST00990,Rohit Gupta,46,357000.0,848,Salaried,Tamil Nadu,18,1
CUST00991,Nikhil Bose,54,558000.0,744,Contractual,UP,20,1
CUST00992,Priya Kumar,54,312000.0,587,Salaried,Maharashtra,29,0
CUST00993,Pooja Joshi,36,1060000.0,678,Self-Employed,Delhi,7,1
CUST00994,Ananya Joshi,37,905000.0,709,Self-Employed,West Bengal,24,2
CUST00995,Nisha Singh,59,521000.0,719,Self-Employed,Maharashtra,0,0
CUST00996,Pooja Singh,27,492000.0,549,Self-Employed,Telangana,19,2
CUST00997,Ananya Patel,46,557000.0,670,Salaried,Punjab,21,0
CUST00998,Pooja Patel,36,383000.0,700,Salaried,Tamil Nadu,21,0
CUST00999,Ananya Bose,25,550000.0,665,Business Owner,UP,12,1
CUST01000,Amit Patel,25,357000.0,525,Salaried,Maharashtra,8,0
CUST01001,Simran Joshi,51,940000.0,667,Contractual,UP,0,2
CUST01002,Pooja Gupta,55,1059000.0,742,Self-Employed,Delhi,14,0
CUST01003,Vikram Shah,48,962000.0,634,Salaried,West Bengal,28,1
CUST01004,Karan Chopra,52,330000.0,642,Business Owner,Karnataka,14,1
CUST01005,Meera Chopra,53,541000.0,791,Self-Employed,Rajasthan,13,0
CUST01006,Pooja Bose,60,804000.0,664,Salaried,UP,4,1
CUST01007,Shruti Iyer,30,881000.0,688,Salaried,Karnataka,25,1
CUST01008,Kavya Malhotra,29,239000.0,530,Business Owner,West Bengal,16,1
CUST01009,Amit Chopra,35,869000.0,595,Self-Employed,Punjab,5,2
CUST01010,Nikhil Pillai,54,322000.0,855,Self-Employed,Gujarat,8,0
CUST01011,Kavya Kumar,44,556000.0,812,Self-Employed,UP,19,1
CUST01012,Simran Joshi,42,1125000.0,717,Salaried,Delhi,25,0
CUST01013,Pooja Sharma,33,1051000.0,497,Business Owner,Gujarat,25,0
CUST01014,Simran Mehta,23,1164000.0,573,Salaried,Maharashtra,24,0
CUST01015,Nisha Joshi,34,352000.0,571,Salaried,Delhi,18,3
CUST01016,Rohit Sharma,25,398000.0,570,Salaried,Gujarat,26,1
CUST01017,Shruti Iyer,41,453000.0,649,Salaried,Rajasthan,22,0
CUST01018,Ananya Malhotra,35,558000.0,742,Salaried,Maharashtra,20,0
CUST01019,Priya Mishra,51,669000.0,629,Salaried,Karnataka,25,0
CUST01020,Sneha Sharma,50,1136000.0,655,Salaried,UP,16,0
CUST01021,Nisha Shah,29,377000.0,655,Salaried,Maharashtra,6,0
CUST01022,Priya Rao,33,438000.0,752,Self-Employed,Tamil Nadu,7,0
CUST01023,Priya Rao,59,1223000.0,751,Salaried,Karnataka,14,0
CUST01024,Rahul Reddy,47,336000.0,692,Salaried,Delhi,5,1
CUST01025,Amit Malhotra,23,863000.0,782,Self-Employed,Punjab,0,2
CUST01026,Sneha Das,61,574000.0,649,Salaried,West Bengal,8,1
CUST01027,Ananya Singh,35,728000.0,819,Salaried,Karnataka,6,2
CUST01028,Suresh Yadav,27,400000.0,631,Contractual,Tamil Nadu,29,0
CUST01029,Vikram Malhotra,61,855000.0,522,Salaried,Telangana,21,2
CUST01030,Meera Iyer,52,433000.0,578,Salaried,Telangana,19,0
CUST01031,Karan Bose,38,295000.0,571,Self-Employed,Maharashtra,18,2
CUST01032,Meera Mehta,46,763000.0,620,Self-Employed,West Bengal,3,2
CUST01033,Nisha Shah,53,180000.0,770,Business Owner,Karnataka,0,2
CUST01034,Amit Nair,33,452000.0,644,Salaried,Delhi,8,2
CUST01035,Divya Mehta,34,694000.0,571,Self-Employed,Maharashtra,1,1
CUST01036,Amit Chopra,40,876000.0,563,Self-Employed,Punjab,15,0
CUST01037,Rohit Malhotra,46,1108000.0,675,Salaried,UP,1,1
CUST01038,Divya Rao,52,1459000.0,801,Salaried,Karnataka,2,1
CUST01039,Karan Singh,58,1252000.0,697,Self-Employed,Rajasthan,13,0
CUST01040,Priya Patel,46,660000.0,755,Salaried,Karnataka,12,1
CUST01041,Amit Das,37,1053000.0,712,Salaried,Maharashtra,16,1
CUST01042,Divya Malhotra,59,655000.0,557,Salaried,Tamil Nadu,9,0
CUST01043,Nisha Nair,44,845000.0,728,Salaried,Gujarat,2,1
CUST01044,Priya Sharma,35,445000.0,588,Salaried,Maharashtra,3,1
CUST01045,Sneha Mishra,27,756000.0,646,Salaried,Delhi,24,0
CUST01046,Rahul Mishra,46,474000.0,622,Salaried,Delhi,4,1
CUST01047,Shruti Mishra,44,550000.0,671,Business Owner,Gujarat,10,3
CUST01048,Simran Singh,33,757000.0,660,Salaried,Karnataka,5,2
CUST01049,Amit Rao,34,1707000.0,649,Salaried,Maharashtra,28,1
CUST01050,Ananya Shah,57,731000.0,657,Contractual,Tamil Nadu,0,0
CUST01051,Priya Joshi,60,596000.0,701,Business Owner,Tamil Nadu,18,0
CUST01052,Priya Gupta,55,396000.0,657,Salaried,Gujarat,29,0
CUST01053,Karan Gupta,27,939000.0,666,Salaried,Telangana,6,0
CUST01054,Nikhil Iyer,59,507000.0,839,Self-Employed,Karnataka,22,3
CUST01055,Nikhil Mishra,61,723000.0,763,Business Owner,Rajasthan,9,3
CUST01056,Simran Das,29,852000.0,640,Salaried,Maharashtra,28,2
CUST01057,Ananya Reddy,29,1129000.0,688,Salaried,Karnataka,11,0
CUST01058,Priya Pillai,61,914000.0,682,Business Owner,Delhi,11,0
CUST01059,Ravi Kumar,54,325000.0,686,Salaried,Rajasthan,28,1
CUST01060,Ravi Patel,55,254000.0,678,Self-Employed,West Bengal,0,1
CUST01061,Meera Patel,36,852000.0,686,Self-Employed,UP,8,1
CUST01062,Suresh Das,57,626000.0,659,Salaried,Maharashtra,16,1
CUST01063,Karan Rao,56,730000.0,630,Salaried,Rajasthan,22,1
CUST01064,Ravi Rao,43,1418000.0,648,Self-Employed,West Bengal,11,2
CUST01065,Amit Rao,44,441000.0,541,Self-Employed,Delhi,27,1
CUST01066,Divya Pillai,61,1144000.0,735,Business Owner,Punjab,1,2
CUST01067,Rohit Chopra,43,443000.0,718,Self-Employed,Maharashtra,8,0
CUST01068,Shruti Sharma,26,1312000.0,840,Salaried,West Bengal,11,1
CUST01069,Sneha Gupta,52,873000.0,584,Self-Employed,Tamil Nadu,27,0
CUST01070,Rohit Joshi,34,282000.0,647,Salaried,Rajasthan,24,0
CUST01071,Aakash Kumar,49,487000.0,773,Self-Employed,Rajasthan,24,0
CUST01072,Rohit Malhotra,41,1564000.0,708,Salaried,Karnataka,3,0
CUST01073,Simran Gupta,54,1469000.0,810,Self-Employed,Punjab,21,3
CUST01074,Ananya Verma,37,812000.0,798,Self-Employed,Maharashtra,28,1
CUST01075,Nisha Kumar,50,716000.0,485,Self-Employed,Maharashtra,11,2
CUST01076,Simran Singh,44,676000.0,700,Business Owner,Telangana,17,0
CUST01077,Rohit Mishra,45,747000.0,701,Salaried,Maharashtra,2,0
CUST01078,Rohit Kumar,55,559000.0,678,Salaried,Tamil Nadu,21,1
CUST01079,Vikram Patel,28,1099000.0,645,Salaried,UP,0,0
CUST01080,Ananya Yadav,59,801000.0,804,Contractual,UP,22,1
CUST01081,Meera Verma,58,370000.0,677,Salaried,Punjab,17,1
CUST01082,Vikram Sharma,25,832000.0,429,Salaried,UP,23,2
CUST01083,Nikhil Das,55,652000.0,644,Business Owner,West Bengal,20,1
CUST01084,Nikhil Das,43,513000.0,845,Business Owner,Telangana,22,1
CUST01085,Vikram Shah,26,1550000.0,590,Business Owner,Gujarat,7,0
CUST01086,Sneha Bose,44,632000.0,777,Salaried,Tamil Nadu,18,1
CUST01087,Amit Bose,36,226000.0,763,Business Owner,UP,21,1
CUST01088,Suresh Malhotra,52,532000.0,659,Salaried,Maharashtra,27,0
CUST01089,Sneha Patel,30,986000.0,695,Self-Employed,Maharashtra,24,0
CUST01090,Simran Chopra,46,378000.0,674,Salaried,UP,3,1
CUST01091,Nisha Joshi,46,969000.0,637,Self-Employed,Punjab,25,3
CUST01092,Amit Rao,42,364000.0,626,Salaried,Delhi,22,0
CUST01093,Simran Mehta,30,1171000.0,793,Salaried,Maharashtra,15,2
CUST01094,Meera Nair,59,451000.0,666,Self-Employed,Delhi,16,1
CUST01095,Nikhil Bose,43,503000.0,618,Salaried,Tamil Nadu,27,1
CUST01096,Arjun Bose,44,485000.0,723,Salaried,Tamil Nadu,22,3
CUST01097,Arjun Rao,25,809000.0,714,Salaried,Gujarat,8,1
CUST01098,Rahul Patel,50,1509000.0,560,Self-Employed,Maharashtra,25,2
CUST01099,Shruti Sharma,36,604000.0,628,Salaried,Tamil Nadu,7,1
CUST01100,Meera Das,22,597000.0,544,Self-Employed,West Bengal,19,0
CUST01101,Kavya Reddy,51,450000.0,884,Self-Employed,Rajasthan,18,1
CUST01102,Priya Joshi,50,266000.0,650,Self-Employed,Maharashtra,6,2
CUST01103,Kavya Bose,41,474000.0,625,Salaried,Delhi,28,2
